stamp_id,album,page_filename,page_number_in_album,common_name,nationality,year,face_value,condition,estimated_value,description,collectibility_notes,owner_notes,thumbnail_path,cropped_image_path,ai_model_used,deacquired
40b9777a-73f1-4292-a2db-aeedf84a29bf,Commemorative Plates,IMG_1284.jpeg,43.0,Discovery of Gold,United States,1948,3¢,Used,$0.25 ,A stamp commemorating the discovery of gold in California.,Interesting for collectors of historical events.,,thumbnails/40b9777a-73f1-4292-a2db-aeedf84a29bf_thumbnail.jpg,cropped_entities/40b9777a-73f1-4292-a2db-aeedf84a29bf_cropped.jpg,grok-2-vision-1212,False
0b5da6c4-9c4f-4bd2-ae28-34e4c3c58393,Commemorative Plates,IMG_1284.jpeg,43.0,Mississippi Territory,United States,1948,3¢,Used,$0.20 ,A stamp marking the 150th anniversary of the Mississippi Territory.,Good for collectors interested in American territorial history.,,thumbnails/0b5da6c4-9c4f-4bd2-ae28-34e4c3c58393_thumbnail.jpg,cropped_entities/0b5da6c4-9c4f-4bd2-ae28-34e4c3c58393_cropped.jpg,grok-2-vision-1212,False
b53190a7-0fb2-4e6d-bf25-fd5650f77281,Commemorative Plates,IMG_1283.jpeg,42.0,Armed Forces,United States,1945,3c,Used,$0.50 ,Commemorative stamp for the United States Armed Forces during World War II.,"Common, but part of a popular WWII series.",,thumbnails/b53190a7-0fb2-4e6d-bf25-fd5650f77281_thumbnail.jpg,cropped_entities/b53190a7-0fb2-4e6d-bf25-fd5650f77281_cropped.jpg,grok-2-vision-1212,False
3ac3a761-e39f-415b-a1a8-3908cd6cae4b,Commemorative Plates,IMG_1283.jpeg,42.0,Coast Guard,United States,1945,3c,Used,$0.50 ,Commemorative stamp for the United States Coast Guard.,"Common, often collected with other military-themed stamps.",,thumbnails/3ac3a761-e39f-415b-a1a8-3908cd6cae4b_thumbnail.jpg,cropped_entities/3ac3a761-e39f-415b-a1a8-3908cd6cae4b_cropped.jpg,grok-2-vision-1212,False
513e4137-1338-459a-94fc-7e43666570f0,Commemorative Plates,IMG_1283.jpeg,42.0,Merchant Marine,United States,1945,3c,Used,$0.50 ,Commemorative stamp for the United States Merchant Marine.,"Common, part of the WWII commemorative series.",,thumbnails/513e4137-1338-459a-94fc-7e43666570f0_thumbnail.jpg,cropped_entities/513e4137-1338-459a-94fc-7e43666570f0_cropped.jpg,grok-2-vision-1212,False
a53936c5-8d47-4ab1-8387-ec190e5bae32,Commemorative Plates,IMG_1283.jpeg,42.0,Texas Statehood,United States,1946,3c,Used,$0.75 ,Commemorative stamp for the 100th anniversary of Texas statehood.,Moderately collected due to historical significance.,,thumbnails/a53936c5-8d47-4ab1-8387-ec190e5bae32_thumbnail.jpg,cropped_entities/a53936c5-8d47-4ab1-8387-ec190e5bae32_cropped.jpg,grok-2-vision-1212,False
fff7faba-9199-48fa-aae6-2be3a012c7c8,Commemorative Plates,IMG_1283.jpeg,42.0,Honorable Discharge,United States,1945,3c,Used,$1.00 ,Commemorative stamp for honorable discharge from the U.S. Armed Forces.,"Slightly rarer, often sought after by military collectors.",,thumbnails/fff7faba-9199-48fa-aae6-2be3a012c7c8_thumbnail.jpg,cropped_entities/fff7faba-9199-48fa-aae6-2be3a012c7c8_cropped.jpg,grok-2-vision-1212,False
4465b89e-93f0-4e21-aa5c-87e9ce965dfc,Commemorative Plates,IMG_1283.jpeg,42.0,Tennessee Statehood,United States,1946,3c,Used,$0.75 ,Commemorative stamp for the 150th anniversary of Tennessee statehood.,Moderately collected due to historical significance.,,thumbnails/4465b89e-93f0-4e21-aa5c-87e9ce965dfc_thumbnail.jpg,cropped_entities/4465b89e-93f0-4e21-aa5c-87e9ce965dfc_cropped.jpg,grok-2-vision-1212,False
d5bc09c6-c91f-47d3-b083-9da2e3b04c3a,Commemorative Plates,IMG_1282.jpeg,41.0,Corregidor,United States,1945,3c,Used,$0.50 ,Commemorative stamp celebrating the liberation of Corregidor during World War II.,Common among WWII themed collections.,,thumbnails/d5bc09c6-c91f-47d3-b083-9da2e3b04c3a_thumbnail.jpg,cropped_entities/d5bc09c6-c91f-47d3-b083-9da2e3b04c3a_cropped.jpg,grok-2-vision-1212,False
d49bef43-aee8-4448-8121-d4a898bb5f61,Commemorative Plates,IMG_1282.jpeg,41.0,Alfred E. Smith,United States,1945,5c,Mint,$1.00 ,"Commemorative stamp for Alfred E. Smith, former Governor of New York and presidential candidate.",Popular among political figure collections.,,thumbnails/d49bef43-aee8-4448-8121-d4a898bb5f61_thumbnail.jpg,cropped_entities/d49bef43-aee8-4448-8121-d4a898bb5f61_cropped.jpg,grok-2-vision-1212,False
ffe4e49a-db50-4f85-85d9-708aa55a6eac,Commemorative Plates,IMG_1282.jpeg,41.0,U.N. Conference,United States,1945,5c,Used,$0.75 ,Commemorative stamp for the United Nations Conference in San Francisco.,Significant for collectors interested in international relations history.,,thumbnails/ffe4e49a-db50-4f85-85d9-708aa55a6eac_thumbnail.jpg,cropped_entities/ffe4e49a-db50-4f85-85d9-708aa55a6eac_cropped.jpg,grok-2-vision-1212,False
461f481a-517d-4fd1-896c-bce202957a34,Commemorative Plates,IMG_1282.jpeg,41.0,Florida Statehood,United States,1945,3c,Mint,$0.50 ,Commemorative stamp celebrating Florida's statehood.,Common among statehood collections.,,thumbnails/461f481a-517d-4fd1-896c-bce202957a34_thumbnail.jpg,cropped_entities/461f481a-517d-4fd1-896c-bce202957a34_cropped.jpg,grok-2-vision-1212,False
b6de2fb1-331d-4b3d-8486-f4d90e376c78,Commemorative Plates,IMG_1282.jpeg,41.0,Franklin D. Roosevelt,United States,1945,1c,Used,$0.25 ,"Commemorative stamp for Franklin D. Roosevelt, featuring a portrait and his initials.",Highly collectible due to Roosevelt's historical significance.,,thumbnails/b6de2fb1-331d-4b3d-8486-f4d90e376c78_thumbnail.jpg,cropped_entities/b6de2fb1-331d-4b3d-8486-f4d90e376c78_cropped.jpg,grok-2-vision-1212,False
afd4bd64-2b6b-4a87-8f98-4a5248a4193d,Commemorative Plates,IMG_1282.jpeg,41.0,U.N. Conference,United States,1945,5c,Mint,$1.00 ,Another version of the United Nations Conference stamp.,"Duplicate of the previously listed stamp, adds to thematic collections.",,thumbnails/afd4bd64-2b6b-4a87-8f98-4a5248a4193d_thumbnail.jpg,cropped_entities/afd4bd64-2b6b-4a87-8f98-4a5248a4193d_cropped.jpg,grok-2-vision-1212,False
8ee06505-3f79-4f76-ac56-b133a1602594,Commemorative Plates,IMG_1282.jpeg,41.0,Franklin D. Roosevelt,United States,1945,1c,Mint,$0.50 ,"Another version of the Franklin D. Roosevelt stamp, featuring a different design.",Adds variety to Roosevelt collections.,,thumbnails/8ee06505-3f79-4f76-ac56-b133a1602594_thumbnail.jpg,cropped_entities/8ee06505-3f79-4f76-ac56-b133a1602594_cropped.jpg,grok-2-vision-1212,False
6386acc0-2652-4554-a6bb-3cad5d62c040,Commemorative Plates,IMG_1282.jpeg,41.0,Franklin D. Roosevelt,United States,1945,1c,Mint,$0.50 ,"Yet another version of the Franklin D. Roosevelt stamp, different from the previous ones.",Further variety for collectors.,,thumbnails/6386acc0-2652-4554-a6bb-3cad5d62c040_thumbnail.jpg,cropped_entities/6386acc0-2652-4554-a6bb-3cad5d62c040_cropped.jpg,grok-2-vision-1212,False
e84bf0ff-0772-4cc6-8a16-3fd696b9963d,Commemorative Plates,IMG_1282.jpeg,41.0,U.N. Conference,United States,1945,5c,Used,$0.75 ,Another version of the United Nations Conference stamp.,Adds to the collection's thematic completeness.,,thumbnails/e84bf0ff-0772-4cc6-8a16-3fd696b9963d_thumbnail.jpg,cropped_entities/e84bf0ff-0772-4cc6-8a16-3fd696b9963d_cropped.jpg,grok-2-vision-1212,False
02d736df-60b6-4447-8694-9077758512cc,Miscellaneous,IMG_1280.JPG,36.0,Jersey Toad Miniature Sheet,Jersey,2005,Various,Mint Never Hinged (MNH),$10-$20,"A miniature sheet from Jersey featuring a toad in a natural setting, part of the 'Year of the Toad' series. Includes various denominations.","Popular among thematic collectors, especially those interested in wildlife and amphibians. Limited edition, enhancing its collectibility.","Stored in protective sleeve, number 746 written on the back.",thumbnails/02d736df-60b6-4447-8694-9077758512cc_thumbnail.jpg,cropped_entities/02d736df-60b6-4447-8694-9077758512cc_cropped.jpg,grok-2-vision-1212,False
9d1bf023-7bff-4aec-8e0a-052135e69985,Miscellaneous,IMG_1280.JPG,36.0,Flower Stamp,Unknown,Unknown,Unknown,Used,$1-$5,"A single stamp with a flower illustration, partially visible on the left side of the image.","Generic floral theme, less collectible without country of origin and year.","Part of a larger collection, needs identification.",thumbnails/9d1bf023-7bff-4aec-8e0a-052135e69985_thumbnail.jpg,cropped_entities/9d1bf023-7bff-4aec-8e0a-052135e69985_cropped.jpg,grok-2-vision-1212,False
2e58f108-d198-4c0e-84ed-35fdedebe260,Miscellaneous,IMG_1280.JPG,36.0,Jersey Toad,Jersey,2005,37p,Mint Never Hinged (MNH),$5-10,A stamp from Jersey featuring a toad in a natural setting with the text 'Year of the Toad'. The stamp includes a butterfly and floral elements.,"Part of the 'Year of the Toad' series, which is popular among thematic collectors. Limited edition.","Stored in protective sleeve, part of a larger collection.",thumbnails/2e58f108-d198-4c0e-84ed-35fdedebe260_thumbnail.jpg,cropped_entities/2e58f108-d198-4c0e-84ed-35fdedebe260_cropped.jpg,grok-2-vision-1212,False
ab3fd5df-729e-4a07-9827-0446cd887b11,Miscellaneous,IMG_1280.JPG,36.0,Flower Stamp,Unknown,Unknown,Unknown,Used,$1-3,"A stamp featuring a pink flower, partially visible on the left side of the image.",Identification needed for accurate valuation. Appears to be part of a floral series.,Needs further identification.,thumbnails/ab3fd5df-729e-4a07-9827-0446cd887b11_thumbnail.jpg,cropped_entities/ab3fd5df-729e-4a07-9827-0446cd887b11_cropped.jpg,grok-2-vision-1212,False
0fd491ff-2bb0-4a03-a6e0-579454935b78,Miscellaneous,IMG_1279.JPG,35.0,Jersey Wild Flowers,Jersey,1995,23,Mint Never Hinged,$5-$10 per stamp,"A set of five stamps from Jersey featuring different wild flowers. Each stamp has a unique floral design with the text 'Europa', 'Jersey Nature Conservation Year', and 'Wild Flowers'.",Highly collectible due to thematic appeal (flora) and the Europa series which often has a dedicated collector base. Jersey issues are also sought after due to their limited print runs.,"Part of a larger collection, well-preserved with original gum.",thumbnails/0fd491ff-2bb0-4a03-a6e0-579454935b78_thumbnail.jpg,cropped_entities/0fd491ff-2bb0-4a03-a6e0-579454935b78_cropped.jpg,grok-2-vision-1212,False
a9a38799-9ae2-4155-bbaf-db712a530ace,Miscellaneous,IMG_1279.JPG,35.0,European Conservation Year,Jersey,1995,23,Mint Never Hinged (MNH),$5-$10,"Stamp featuring pink flowers, part of the Jersey Conservation Wild Flowers series.","Part of a thematic set, popular among conservation and flora collectors.",,thumbnails/a9a38799-9ae2-4155-bbaf-db712a530ace_thumbnail.jpg,cropped_entities/a9a38799-9ae2-4155-bbaf-db712a530ace_cropped.jpg,grok-2-vision-1212,False
380ff444-3dba-4f60-87b2-34e66e0dedb4,Miscellaneous,IMG_1279.JPG,35.0,Jersey Nature,Jersey,1995,23,Mint Never Hinged (MNH),$5-$10,"Stamp featuring yellow flowers, part of the Jersey Conservation Wild Flowers series.","Part of a thematic set, popular among conservation and flora collectors.",,thumbnails/380ff444-3dba-4f60-87b2-34e66e0dedb4_thumbnail.jpg,cropped_entities/380ff444-3dba-4f60-87b2-34e66e0dedb4_cropped.jpg,grok-2-vision-1212,False
ed8b3a56-8880-450a-aa17-c04f9f7b029d,Miscellaneous,IMG_1279.JPG,35.0,Conservation Jersey,Jersey,1995,23,Mint Never Hinged (MNH),$5-$10,"Stamp featuring blue flowers, part of the Jersey Conservation Wild Flowers series.","Part of a thematic set, popular among conservation and flora collectors.",,thumbnails/ed8b3a56-8880-450a-aa17-c04f9f7b029d_thumbnail.jpg,cropped_entities/ed8b3a56-8880-450a-aa17-c04f9f7b029d_cropped.jpg,grok-2-vision-1212,False
e6acacad-c9dc-49f0-ae9d-da5cb664fdab,Miscellaneous,IMG_1279.JPG,35.0,Jersey Year,Jersey,1995,23,Mint Never Hinged (MNH),$5-$10,"Stamp featuring pink flowers, part of the Jersey Conservation Wild Flowers series.","Part of a thematic set, popular among conservation and flora collectors.",,thumbnails/e6acacad-c9dc-49f0-ae9d-da5cb664fdab_thumbnail.jpg,cropped_entities/e6acacad-c9dc-49f0-ae9d-da5cb664fdab_cropped.jpg,grok-2-vision-1212,False
5ee8fbb8-bc52-4771-a777-8d67591dc91a,Miscellaneous,IMG_1279.JPG,35.0,Jersey Conservation Wild Flowers,Jersey,1995,23,Mint Never Hinged (MNH),$5-$10,"Stamp featuring yellow flowers, part of the Jersey Conservation Wild Flowers series.","Part of a thematic set, popular among conservation and flora collectors.",,thumbnails/5ee8fbb8-bc52-4771-a777-8d67591dc91a_thumbnail.jpg,cropped_entities/5ee8fbb8-bc52-4771-a777-8d67591dc91a_cropped.jpg,grok-2-vision-1212,False
585ed290-bf6f-4231-893f-00eab1fd8de1,Miscellaneous,IMG_1278.JPG,34.0,Jersey 18p Red Rose,Jersey,1980s,18p,Used,$1-2,A red rose stamp from Jersey with a face value of 18p.,"Common, but part of a themed set which can increase value when collected together.",,thumbnails/585ed290-bf6f-4231-893f-00eab1fd8de1_thumbnail.jpg,cropped_entities/585ed290-bf6f-4231-893f-00eab1fd8de1_cropped.jpg,grok-2-vision-1212,False
4efdfc67-9b85-44da-b1e7-3c9376cdc54f,Miscellaneous,IMG_1278.JPG,34.0,Jersey 18p Nutcracker,Jersey,1980s,18p,Used,$1-2,A stamp featuring a nutcracker from Jersey with a face value of 18p.,"Common, often collected with other Christmas or themed stamps.",,thumbnails/4efdfc67-9b85-44da-b1e7-3c9376cdc54f_thumbnail.jpg,cropped_entities/4efdfc67-9b85-44da-b1e7-3c9376cdc54f_cropped.jpg,grok-2-vision-1212,False
d92f036b-977f-49e4-8676-7b86bb6900c9,Miscellaneous,IMG_1278.JPG,34.0,Jersey 18p Christmas Tree,Jersey,1980s,18p,Used,$1-2,A Christmas tree stamp from Jersey with a face value of 18p.,"Common, part of a Christmas set.",,thumbnails/d92f036b-977f-49e4-8676-7b86bb6900c9_thumbnail.jpg,cropped_entities/d92f036b-977f-49e4-8676-7b86bb6900c9_cropped.jpg,grok-2-vision-1212,False
89a78bf0-ab03-4274-92de-983e9fecb87e,Miscellaneous,IMG_1278.JPG,34.0,Jersey 18p Castle,Jersey,1980s,18p,Used,$1-2,A castle stamp from Jersey with a face value of 18p.,"Common, often part of a series on local landmarks.",,thumbnails/89a78bf0-ab03-4274-92de-983e9fecb87e_thumbnail.jpg,cropped_entities/89a78bf0-ab03-4274-92de-983e9fecb87e_cropped.jpg,grok-2-vision-1212,False
62bbef23-f9b2-48bc-9d72-58eb47746987,Miscellaneous,IMG_1278.JPG,34.0,Jersey 50p Durrell Wildlife,Jersey,1980s,50p,Used,$3-5,A stamp featuring a Durrell Wildlife image from Jersey with a face value of 50p.,"Slightly rarer due to higher denomination, part of a conservation theme.",,thumbnails/62bbef23-f9b2-48bc-9d72-58eb47746987_thumbnail.jpg,cropped_entities/62bbef23-f9b2-48bc-9d72-58eb47746987_cropped.jpg,grok-2-vision-1212,False
8848e7d2-5e24-49ad-91c6-744b10cb41c2,Miscellaneous,IMG_1278.JPG,34.0,Jersey 18p Red Rose,Jersey,1980s,18p,Used,$1-2,"A red rose stamp from Jersey, part of a floral series.","Common among Jersey collectors, part of a thematic set.",,thumbnails/8848e7d2-5e24-49ad-91c6-744b10cb41c2_thumbnail.jpg,cropped_entities/8848e7d2-5e24-49ad-91c6-744b10cb41c2_cropped.jpg,grok-2-vision-1212,False
95cace6a-5693-4c31-91e5-8fcae6c630b8,Miscellaneous,IMG_1278.JPG,34.0,Jersey 18p Nutcracker,Jersey,1980s,18p,Used,$1-2,"A stamp featuring a nutcracker figure, likely from a Christmas or traditional series.","Part of a themed series, moderately collectible.",,thumbnails/95cace6a-5693-4c31-91e5-8fcae6c630b8_thumbnail.jpg,cropped_entities/95cace6a-5693-4c31-91e5-8fcae6c630b8_cropped.jpg,grok-2-vision-1212,False
53d32d13-baf0-4804-9e0c-2680594c5e7b,Miscellaneous,IMG_1278.JPG,34.0,Jersey 18p Yellow Bird,Jersey,1980s,18p,Used,$1-2,"A stamp with a yellow bird, possibly from a wildlife or nature series.","Common, part of a set that might appeal to bird enthusiasts.",,thumbnails/53d32d13-baf0-4804-9e0c-2680594c5e7b_thumbnail.jpg,cropped_entities/53d32d13-baf0-4804-9e0c-2680594c5e7b_cropped.jpg,grok-2-vision-1212,False
c7faff72-b3b3-4471-a79f-9cbca8b33917,Miscellaneous,IMG_1278.JPG,34.0,Jersey 18p Shell,Jersey,1980s,18p,Used,$1-2,"A stamp depicting a shell, likely from a marine life series.","Part of a thematic set, collectible for marine life enthusiasts.",,thumbnails/c7faff72-b3b3-4471-a79f-9cbca8b33917_thumbnail.jpg,cropped_entities/c7faff72-b3b3-4471-a79f-9cbca8b33917_cropped.jpg,grok-2-vision-1212,False
4adaa02d-641c-4a74-8554-63cba56ab604,Miscellaneous,IMG_1278.JPG,34.0,Jersey 50p Durrell Wildlife,Jersey,1980s,50p,Used,$3-5,A higher value stamp featuring a Durrell Wildlife Conservation Trust theme.,More valuable due to higher denomination and thematic interest.,,thumbnails/4adaa02d-641c-4a74-8554-63cba56ab604_thumbnail.jpg,cropped_entities/4adaa02d-641c-4a74-8554-63cba56ab604_cropped.jpg,grok-2-vision-1212,False
1e64f21f-31d9-4279-b14b-7123d7ce00cd,Miscellaneous,IMG_1277.JPG,33.0,Greetings from Jersey,Jersey,Unknown,£2.24,Used,Unknown,"A booklet of stamps with the text 'Greetings from Jersey' on the cover. The face value is £2.24. The booklet appears to be used, with some signs of wear.",This type of booklet is collectible due to its thematic design and regional issuance. The value can vary based on condition and rarity.,,thumbnails/1e64f21f-31d9-4279-b14b-7123d7ce00cd_thumbnail.jpg,cropped_entities/1e64f21f-31d9-4279-b14b-7123d7ce00cd_cropped.jpg,grok-2-vision-1212,False
36bdbcf7-387f-47f4-b238-3d2464410f6b,Miscellaneous,IMG_1277.JPG,33.0,Greetings from Jersey,Jersey,Unknown,£2.24,Used,Unknown,"A booklet or pane of stamps with the text 'Greetings from Jersey' in a stylized font. The face value is £2.24, and it mentions quantities of stamps (4 x 1st + 4 x 2nd at 60p).",Collectible due to thematic appeal (greetings) and regional interest (Jersey). Value can vary based on completeness and condition of the booklet.,"Found in a collection, possibly part of a larger thematic series.",thumbnails/36bdbcf7-387f-47f4-b238-3d2464410f6b_thumbnail.jpg,cropped_entities/36bdbcf7-387f-47f4-b238-3d2464410f6b_cropped.jpg,grok-2-vision-1212,False
12b19eac-2958-4824-91eb-18ab91d49c9e,Miscellaneous,IMG_1277.JPG,33.0,Greetings from Jersey,Jersey,Unknown,£2.24,Used,Unknown,A blue and white stamp with the text 'Greetings from Jersey' in a stylized font. The stamp has a face value of £2.24 and appears to be part of a booklet or a pane.,This stamp is part of a thematic collection focusing on greetings or regional stamps from Jersey. Its collectibility might be influenced by the theme and the condition.,"Found in a collection, possibly part of a larger set or series.",thumbnails/12b19eac-2958-4824-91eb-18ab91d49c9e_thumbnail.jpg,cropped_entities/12b19eac-2958-4824-91eb-18ab91d49c9e_cropped.jpg,grok-2-vision-1212,False
e824b52d-c5b8-4bcc-b7a6-146c42753fa6,Miscellaneous,IMG_1277.JPG,33.0,Greetings from Jersey,Jersey,Unknown,£2.24,Mint,Unknown,"A booklet with the text 'Greetings from Jersey' in white on a blue background. The face value is £2.24, indicating it contains stamps with a total value of £2.24.",Booklets like this are often collected for their thematic appeal and regional significance. The value can vary based on rarity and condition.,,thumbnails/e824b52d-c5b8-4bcc-b7a6-146c42753fa6_thumbnail.jpg,cropped_entities/e824b52d-c5b8-4bcc-b7a6-146c42753fa6_cropped.jpg,grok-2-vision-1212,False
a18a969b-b7b7-47af-ac8f-c18507268bef,Miscellaneous,IMG_1276.JPG,32.0,Malta Views,Malta,1960s,2d,Used,$5-10,"A set of stamps depicting various views of Malta, including historical buildings and landscapes.","Common among collectors of Maltese stamps, good for thematic collections.",,thumbnails/a18a969b-b7b7-47af-ac8f-c18507268bef_thumbnail.jpg,cropped_entities/a18a969b-b7b7-47af-ac8f-c18507268bef_cropped.jpg,grok-2-vision-1212,False
960bc506-4981-48f5-9950-f3b770520bde,Miscellaneous,IMG_1276.JPG,32.0,Malta Coat of Arms,Malta,1950s,3d,Used,$10-15,A stamp featuring the coat of arms of Malta.,Popular for historical and heraldic collections.,,thumbnails/960bc506-4981-48f5-9950-f3b770520bde_thumbnail.jpg,cropped_entities/960bc506-4981-48f5-9950-f3b770520bde_cropped.jpg,grok-2-vision-1212,False
9879fd75-2b5e-46bf-9695-ebba8af788f9,Miscellaneous,IMG_1276.JPG,32.0,Malta Postal,Malta,1960s,1/-,Used,$8-12,"A stamp showing postal themes, possibly a post office or postal service.",Interesting for postal history enthusiasts.,,thumbnails/9879fd75-2b5e-46bf-9695-ebba8af788f9_thumbnail.jpg,cropped_entities/9879fd75-2b5e-46bf-9695-ebba8af788f9_cropped.jpg,grok-2-vision-1212,False
b6a2f549-2349-4612-822f-35ce3eb433f0,Miscellaneous,IMG_1276.JPG,32.0,Malta Ships,Malta,1970s,2m,Used,$15-20,A set of stamps featuring historical ships associated with Malta.,Highly collectible for maritime and naval history collectors.,,thumbnails/b6a2f549-2349-4612-822f-35ce3eb433f0_thumbnail.jpg,cropped_entities/b6a2f549-2349-4612-822f-35ce3eb433f0_cropped.jpg,grok-2-vision-1212,False
2b24ee32-f489-4c0f-81bf-85c869df2706,Miscellaneous,IMG_1276.JPG,32.0,Malta Family,Malta,1980s,1c,Used,$3-5,"A stamp showing a family scene, possibly promoting family values or welfare.",Good for social history and thematic collections.,,thumbnails/2b24ee32-f489-4c0f-81bf-85c869df2706_thumbnail.jpg,cropped_entities/2b24ee32-f489-4c0f-81bf-85c869df2706_cropped.jpg,grok-2-vision-1212,False
e91a1095-7ff5-4f07-b4fd-2575d25b0bc2,Miscellaneous,IMG_1276.JPG,32.0,Malta Motorcycle,Malta,1980s,2c,Used,$3-5,"A stamp featuring a motorcycle, possibly from a series on transportation or vehicles.",Interesting for collectors of transportation themes.,,thumbnails/e91a1095-7ff5-4f07-b4fd-2575d25b0bc2_thumbnail.jpg,cropped_entities/e91a1095-7ff5-4f07-b4fd-2575d25b0bc2_cropped.jpg,grok-2-vision-1212,False
f3babecd-aa91-4164-a891-bf195e66c4fa,Miscellaneous,IMG_1276.JPG,32.0,Malta Postal Service,Malta,1980s,3c,Used,$3-5,"A stamp showing postal workers, part of a series on postal services.",Collectible for postal history and service themes.,,thumbnails/f3babecd-aa91-4164-a891-bf195e66c4fa_thumbnail.jpg,cropped_entities/f3babecd-aa91-4164-a891-bf195e66c4fa_cropped.jpg,grok-2-vision-1212,False
f95be736-0ef2-42d7-a07b-a2d04959861a,Miscellaneous,IMG_1276.JPG,32.0,Malta Bridge,Malta,1970s,1m,Used,$10-15,"A stamp depicting a bridge in Malta, likely a notable landmark.",Good for architectural and historical collections.,,thumbnails/f95be736-0ef2-42d7-a07b-a2d04959861a_thumbnail.jpg,cropped_entities/f95be736-0ef2-42d7-a07b-a2d04959861a_cropped.jpg,grok-2-vision-1212,False
6781f8ea-d180-4023-8e96-b06461ac9a3f,Miscellaneous,IMG_1276.JPG,32.0,Malta Ship,Malta,1980,1c,Used,$1.50 ,Stamp featuring a ship with 'MALTA' written on it.,Common among collectors due to its maritime theme.,,thumbnails/6781f8ea-d180-4023-8e96-b06461ac9a3f_thumbnail.jpg,cropped_entities/6781f8ea-d180-4023-8e96-b06461ac9a3f_cropped.jpg,grok-2-vision-1212,False
30dc6d10-7840-43a8-8752-c1682aaa7547,Miscellaneous,IMG_1276.JPG,32.0,Malta Ship,Malta,1980,2c,Used,$1.75 ,Stamp featuring a different ship with 'MALTA' written on it.,Complements the maritime theme collection.,,thumbnails/30dc6d10-7840-43a8-8752-c1682aaa7547_thumbnail.jpg,cropped_entities/30dc6d10-7840-43a8-8752-c1682aaa7547_cropped.jpg,grok-2-vision-1212,False
4a524220-7a56-4fb1-9245-2ec8f5a6e4d1,Miscellaneous,IMG_1276.JPG,32.0,Malta Ship,Malta,1980,3c,Used,$2.00 ,Stamp featuring another ship with 'MALTA' written on it.,"Part of a set, increases value when collected together.",,thumbnails/4a524220-7a56-4fb1-9245-2ec8f5a6e4d1_thumbnail.jpg,cropped_entities/4a524220-7a56-4fb1-9245-2ec8f5a6e4d1_cropped.jpg,grok-2-vision-1212,False
3beab3d5-b57a-4285-8233-6759a33816ef,Miscellaneous,IMG_1276.JPG,32.0,Malta Ship,Malta,1980,4c,Used,$2.25 ,Stamp featuring a ship with 'MALTA' written on it.,Common but sought after in complete sets.,,thumbnails/3beab3d5-b57a-4285-8233-6759a33816ef_thumbnail.jpg,cropped_entities/3beab3d5-b57a-4285-8233-6759a33816ef_cropped.jpg,grok-2-vision-1212,False
558728de-fc1e-454c-8c81-89f09cc892ea,Miscellaneous,IMG_1276.JPG,32.0,Malta Historical Building,Malta,1985,5c,Used,$3.00 ,Stamp featuring a historical building in Malta.,Popular for architectural theme collections.,,thumbnails/558728de-fc1e-454c-8c81-89f09cc892ea_thumbnail.jpg,cropped_entities/558728de-fc1e-454c-8c81-89f09cc892ea_cropped.jpg,grok-2-vision-1212,False
3901c778-16ef-495c-906e-bf402b13d541,Miscellaneous,IMG_1276.JPG,32.0,Malta Historical Building,Malta,1985,10c,Used,$3.50 ,Stamp featuring another historical building in Malta.,Complements other architectural stamps from Malta.,,thumbnails/3901c778-16ef-495c-906e-bf402b13d541_thumbnail.jpg,cropped_entities/3901c778-16ef-495c-906e-bf402b13d541_cropped.jpg,grok-2-vision-1212,False
90e8ec96-4114-4198-9756-f03b10f11ba3,Miscellaneous,IMG_1276.JPG,32.0,Malta Military,Malta,1990,15c,Used,$4.00 ,Stamp featuring military personnel.,Interesting for military history collectors.,,thumbnails/90e8ec96-4114-4198-9756-f03b10f11ba3_thumbnail.jpg,cropped_entities/90e8ec96-4114-4198-9756-f03b10f11ba3_cropped.jpg,grok-2-vision-1212,False
bb2ca674-3d75-45db-8442-1da840f574d3,Miscellaneous,IMG_1276.JPG,32.0,Malta Family,Malta,1995,20c,Used,$2.50 ,Stamp showing a family scene.,"Reflects social themes, less common in collections.",,thumbnails/bb2ca674-3d75-45db-8442-1da840f574d3_thumbnail.jpg,cropped_entities/bb2ca674-3d75-45db-8442-1da840f574d3_cropped.jpg,grok-2-vision-1212,False
438b8fc0-a466-4181-9e31-d2e9e58791ee,Miscellaneous,IMG_1276.JPG,32.0,Malta Motorcycle,Malta,1995,25c,Used,$2.75 ,Stamp featuring a motorcycle.,"Unique theme, adds diversity to a collection.",,thumbnails/438b8fc0-a466-4181-9e31-d2e9e58791ee_thumbnail.jpg,cropped_entities/438b8fc0-a466-4181-9e31-d2e9e58791ee_cropped.jpg,grok-2-vision-1212,False
99dad012-c900-4dbc-b996-f66e1dab1500,Miscellaneous,IMG_1276.JPG,32.0,Malta Police,Malta,1995,30c,Used,$3.00 ,Stamp showing police officers.,Interesting for law enforcement theme collectors.,,thumbnails/99dad012-c900-4dbc-b996-f66e1dab1500_thumbnail.jpg,cropped_entities/99dad012-c900-4dbc-b996-f66e1dab1500_cropped.jpg,grok-2-vision-1212,False
